Name,Status,Neighborhood,Tree Diameter
green ash,Alive,Lower East Side,14
green ash,Alive,Chinatown,14
Callery pear,Alive,Battery Park City-Lower Manhattan,2
pin oak,Alive,Marble Hill-Inwood,5
green ash,Alive,East Harlem South,19
green ash,Alive,Chinatown,13
Callery pear,Alive,Midtown-Midtown South,8
tree of heaven,Alive,Lower East Side,4
Callery pear,Alive,Morningside Heights,10
London planetree,Alive,Yorkville,7
willow oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,14
London planetree,Alive,East Harlem South,3
London planetree,Alive,Marble Hill-Inwood,4
willow oak,Alive,East Village,2
Callery pear,Alive,Upper West Side,9
Callery pear,Alive,Morningside Heights,12
Callery pear,Alive,Morningside Heights,18
willow oak,Alive,Marble Hill-Inwood,4
London planetree,Alive,East Harlem South,3
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,9
silver linden,Alive,Marble Hill-Inwood,6
Callery pear,Alive,Manhattanville,10
Callery pear,Alive,East Harlem South,16
American elm,Alive,Marble Hill-Inwood,7
Callery pear,Alive,Hamilton Heights,2
London planetree,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,14
willow oak,Alive,East Village,2
London planetree,Alive,Gramercy,12
green ash,Alive,West Village,5
green ash,Alive,Hamilton Heights,15
Callery pear,Alive,Gramercy,6
silver linden,Alive,East Harlem South,7
London planetree,Alive,Chinatown,18
London planetree,Alive,Morningside Heights,21
London planetree,Alive,Manhattanville,3
green ash,Alive,Lower East Side,13
Callery pear,Alive,West Village,6
London planetree,Alive,Marble Hill-Inwood,3
London planetree,Alive,Morningside Heights,25
London planetree,Alive,Gramercy,11
London planetree,Alive,Morningside Heights,16
Callery pear,Alive,Midtown-Midtown South,6
willow oak,Alive,Yorkville,10
London planetree,Alive,East Harlem North,4
London planetree,Alive,Chinatown,4
sycamore maple,Alive,Yorkville,11
Amur maple,Alive,Central Harlem North-Polo Grounds,5
London planetree,Alive,East Harlem South,4
London planetree,Alive,East Harlem South,4
London planetree,Alive,Chinatown,20
London planetree,Alive,Yorkville,10
American elm,Alive,Lower East Side,4
Amur maple,Alive,Central Harlem North-Polo Grounds,5
London planetree,Alive,Washington Heights North,16
London planetree,Alive,East Harlem South,11
London planetree,Alive,Lincoln Square,13
honeylocust,Alive,Manhattanville,9
ginkgo,Alive,Lincoln Square,8
honeylocust,Alive,Hamilton Heights,4
London planetree,Alive,East Harlem South,18
American elm,Alive,SoHo-TriBeCa-Civic Center-Little Italy,15
willow oak,Alive,Yorkville,16
honeylocust,Alive,East Harlem South,13
honeylocust,Alive,Central Harlem North-Polo Grounds,16
honeylocust,Alive,Stuyvesant Town-Cooper Village,12
honeylocust,Alive,Upper East Side-Carnegie Hill,14
ginkgo,Alive,Lower East Side,2
Oklahoma redbud,Alive,Washington Heights North,11
London planetree,Alive,Morningside Heights,20
London planetree,Alive,East Harlem South,4
honeylocust,Alive,Upper West Side,11
American linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
honeylocust,Alive,Central Harlem North-Polo Grounds,13
honeylocust,Alive,Central Harlem North-Polo Grounds,13
London planetree,Alive,Central Harlem North-Polo Grounds,7
honeylocust,Alive,Central Harlem North-Polo Grounds,15
willow oak,Alive,Yorkville,26
honeylocust,Alive,East Village,7
honeylocust,Alive,East Harlem South,11
ginkgo,Alive,Gramercy,7
London planetree,Alive,Morningside Heights,17
willow oak,Alive,Turtle Bay-East Midtown,11
Japanese zelkova,Alive,Marble Hill-Inwood,4
northern red oak,Alive,SoHo-TriBeCa-Civic Center-Little Italy,2
London planetree,Alive,Morningside Heights,22
willow oak,Alive,Yorkville,14
London planetree,Alive,Marble Hill-Inwood,3
London planetree,Alive,Morningside Heights,20
honeylocust,Alive,Yorkville,11
honeylocust,Alive,East Harlem South,10
honeylocust,Alive,Hamilton Heights,7
honeylocust,Alive,Hamilton Heights,11
willow oak,Alive,Lenox Hill-Roosevelt Island,6
northern red oak,Alive,Hamilton Heights,9
ginkgo,Alive,Central Harlem North-Polo Grounds,17
honeylocust,Alive,Yorkville,13
willow oak,Alive,Lenox Hill-Roosevelt Island,6
London planetree,Alive,Washington Heights North,11
Japanese zelkova,Alive,Upper East Side-Carnegie Hill,7
Japanese zelkova,Alive,Chinatown,7
Callery pear,Alive,Midtown-Midtown South,3
Callery pear,Alive,Chinatown,8
Callery pear,Alive,Midtown-Midtown South,6
Callery pear,Alive,Midtown-Midtown South,4
honeylocust,Alive,East Harlem South,7
London planetree,Alive,Chinatown,2
willow oak,Alive,Yorkville,12
honeylocust,Alive,Gramercy,11
honeylocust,Alive,Upper West Side,11
honeylocust,Alive,Midtown-Midtown South,9
honeylocust,Alive,Chinatown,3
ginkgo,Alive,Hamilton Heights,16
honeylocust,Alive,Midtown-Midtown South,8
honeylocust,Alive,Gramercy,14
honeylocust,Alive,Gramercy,15
honeylocust,Alive,East Harlem South,9
honeylocust,Alive,East Harlem South,13
willow oak,Alive,Turtle Bay-East Midtown,13
honeylocust,Alive,Chinatown,9
American linden,Alive,Lower East Side,3
American linden,Alive,Lower East Side,3
ginkgo,Alive,Lower East Side,7
honeylocust,Alive,Central Harlem South,9
ginkgo,Alive,Central Harlem North-Polo Grounds,3
American linden,Alive,Lower East Side,3
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,11
honeylocust,Alive,Lower East Side,3
ginkgo,Alive,Gramercy,17
honeylocust,Alive,Chinatown,9
crab apple,Alive,Upper West Side,4
ginkgo,Alive,Chinatown,4
honeylocust,Alive,Midtown-Midtown South,7
Japanese zelkova,Alive,Marble Hill-Inwood,7
American elm,Alive,Upper East Side-Carnegie Hill,13
honeylocust,Alive,East Harlem South,13
ginkgo,Alive,Central Harlem North-Polo Grounds,16
green ash,Alive,East Harlem South,17
green ash,Alive,Lower East Side,17
ginkgo,Alive,Gramercy,7
honeylocust,Alive,Central Harlem North-Polo Grounds,13
honeylocust,Alive,Yorkville,9
honeylocust,Alive,Washington Heights North,13
honeylocust,Alive,Yorkville,4
American linden,Alive,Lower East Side,2
ginkgo,Alive,Central Harlem North-Polo Grounds,4
American linden,Alive,Upper East Side-Carnegie Hill,2
honeylocust,Alive,Yorkville,15
honeylocust,Alive,East Harlem South,17
ginkgo,Alive,Hamilton Heights,13
honeylocust,Alive,Marble Hill-Inwood,9
ginkgo,Alive,Chinatown,4
ginkgo,Alive,Lower East Side,7
honeylocust,Alive,East Harlem South,5
ginkgo,Alive,Central Harlem North-Polo Grounds,6
ginkgo,Alive,West Village,8
black oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
northern red oak,Alive,Hamilton Heights,11
Japanese zelkova,Alive,Morningside Heights,2
Chinese elm,Alive,Morningside Heights,12
Callery pear,Alive,Gramercy,5
Japanese zelkova,Alive,Chinatown,5
Japanese zelkova,Alive,Marble Hill-Inwood,5
honeylocust,Alive,Washington Heights North,13
honeylocust,Alive,Stuyvesant Town-Cooper Village,11
honeylocust,Alive,East Harlem South,12
honeylocust,Alive,East Harlem South,14
ginkgo,Alive,Central Harlem South,12
ginkgo,Alive,West Village,8
American linden,Alive,Morningside Heights,2
honeylocust,Alive,Washington Heights North,10
ginkgo,Alive,Hamilton Heights,12
honeylocust,Alive,Yorkville,12
ginkgo,Alive,Hamilton Heights,3
honeylocust,Alive,Central Harlem North-Polo Grounds,12
ginkgo,Alive,Morningside Heights,7
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,9
Japanese zelkova,Alive,Central Harlem North-Polo Grounds,15
Japanese zelkova,Alive,Chinatown,12
American linden,Alive,Lower East Side,3
honeylocust,Alive,East Harlem South,6
northern red oak,Alive,East Harlem South,4
Japanese zelkova,Alive,Midtown-Midtown South,4
Chinese elm,Alive,Morningside Heights,6
Japanese zelkova,Alive,Upper West Side,5
northern red oak,Alive,Hamilton Heights,3
Chinese elm,Alive,Morningside Heights,13
honeylocust,Alive,Central Harlem North-Polo Grounds,3
honeylocust,Alive,Central Harlem North-Polo Grounds,13
ginkgo,Alive,Chinatown,3
ginkgo,Alive,Central Harlem North-Polo Grounds,9
ginkgo,Alive,Central Harlem North-Polo Grounds,4
honeylocust,Alive,Midtown-Midtown South,3
honeylocust,Alive,Yorkville,4
honeylocust,Alive,Gramercy,6
honeylocust,Alive,Lower East Side,3
American linden,Alive,Battery Park City-Lower Manhattan,7
ginkgo,Alive,West Village,9
honeylocust,Alive,East Harlem South,11
ginkgo,Alive,Chinatown,2
ginkgo,Alive,Chinatown,2
Japanese zelkova,Alive,Gramercy,6
Japanese zelkova,Alive,Hamilton Heights,3
Chinese elm,Alive,Marble Hill-Inwood,2
Japanese zelkova,Alive,Marble Hill-Inwood,6
Japanese zelkova,Alive,West Village,9
Japanese zelkova,Alive,Marble Hill-Inwood,5
honeylocust,Alive,Yorkville,13
honeylocust,Alive,Marble Hill-Inwood,11
ginkgo,Alive,Gramercy,14
honeylocust,Alive,East Harlem South,16
honeylocust,Alive,Chinatown,3
American linden,Alive,Upper West Side,5
honeylocust,Alive,Marble Hill-Inwood,3
honeylocust,Alive,Marble Hill-Inwood,4
American linden,Alive,Central Harlem North-Polo Grounds,4
honeylocust,Alive,Upper East Side-Carnegie Hill,6
honeylocust,Alive,Lower East Side,12
honeylocust,Alive,East Harlem South,4
honeylocust,Alive,East Harlem South,4
silver linden,Alive,Hamilton Heights,5
Callery pear,Alive,Hamilton Heights,9
Callery pear,Alive,Chinatown,5
Callery pear,Alive,Yorkville,6
Callery pear,Alive,West Village,9
Japanese zelkova,Alive,Marble Hill-Inwood,6
honeylocust,Alive,East Harlem North,5
honeylocust,Alive,East Harlem South,6
honeylocust,Alive,Central Harlem North-Polo Grounds,12
ginkgo,Alive,West Village,9
honeylocust,Alive,Midtown-Midtown South,5
honeylocust,Alive,Upper West Side,8
American linden,Alive,Upper West Side,9
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
Japanese zelkova,Alive,SoHo-TriBeCa-Civic Center-Little Italy,3
Japanese zelkova,Alive,East Harlem South,6
Japanese zelkova,Alive,Marble Hill-Inwood,7
Chinese elm,Alive,Upper West Side,7
Callery pear,Alive,Central Harlem North-Polo Grounds,9
honeylocust,Alive,Yorkville,11
honeylocust,Alive,Marble Hill-Inwood,10
honeylocust,Alive,Marble Hill-Inwood,11
ginkgo,Alive,Lower East Side,11
honeylocust,Alive,East Harlem South,5
ginkgo,Alive,Morningside Heights,6
honeylocust,Alive,Central Harlem South,10
honeylocust,Alive,Yorkville,5
ginkgo,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
northern red oak,Alive,East Harlem South,4
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
honeylocust,Alive,Central Harlem North-Polo Grounds,12
Japanese zelkova,Alive,Central Harlem North-Polo Grounds,8
Japanese zelkova,Alive,West Village,8
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,4
London planetree,Alive,Morningside Heights,27
Callery pear,Alive,Manhattanville,11
mulberry,Alive,Midtown-Midtown South,4
Callery pear,Alive,Chinatown,5
silver linden,Alive,Marble Hill-Inwood,5
Callery pear,Alive,Midtown-Midtown South,5
London planetree,Alive,Chinatown,17
London planetree,Alive,Lower East Side,15
Japanese zelkova,Alive,Marble Hill-Inwood,6
northern red oak,Alive,East Harlem South,4
ginkgo,Alive,East Harlem South,4
honeylocust,Alive,Yorkville,11
ginkgo,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
ginkgo,Alive,Upper West Side,7
ginkgo,Alive,Chinatown,2
honeylocust,Alive,East Harlem South,15
honeylocust,Alive,Lenox Hill-Roosevelt Island,12
honeylocust,Alive,Central Harlem North-Polo Grounds,9
American linden,Alive,Hamilton Heights,4
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
Japanese zelkova,Alive,Marble Hill-Inwood,5
Japanese zelkova,Alive,Marble Hill-Inwood,6
Japanese zelkova,Alive,West Village,11
Japanese zelkova,Alive,East Harlem South,4
northern red oak,Alive,East Harlem South,4
Japanese zelkova,Alive,Marble Hill-Inwood,12
Japanese zelkova,Alive,Marble Hill-Inwood,6
honeylocust,Alive,Upper West Side,10
honeylocust,Alive,Marble Hill-Inwood,10
Japanese zelkova,Alive,Hamilton Heights,3
Japanese zelkova,Alive,Marble Hill-Inwood,4
Japanese zelkova,Alive,Chinatown,2
Japanese zelkova,Alive,Marble Hill-Inwood,4
Japanese zelkova,Alive,East Harlem South,5
honeylocust,Alive,East Harlem South,12
honeylocust,Alive,Upper West Side,10
honeylocust,Alive,Upper West Side,7
honeylocust,Alive,Chinatown,3
Chinese elm,Alive,Morningside Heights,6
Japanese zelkova,Alive,Chinatown,7
Japanese zelkova,Alive,Gramercy,3
Japanese zelkova,Alive,Marble Hill-Inwood,5
northern red oak,Alive,East Harlem South,12
Chinese elm,Alive,Upper West Side,11
ginkgo,Alive,Morningside Heights,3
honeylocust,Alive,Lower East Side,10
ginkgo,Alive,Yorkville,5
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
honeylocust,Alive,Central Harlem North-Polo Grounds,14
honeylocust,Alive,Battery Park City-Lower Manhattan,3
honeylocust,Alive,Yorkville,4
honeylocust,Alive,Upper West Side,10
London planetree,Alive,Washington Heights North,15
American elm,Alive,Upper East Side-Carnegie Hill,11
London planetree,Alive,SoHo-TriBeCa-Civic Center-Little Italy,3
swamp white oak,Alive,Hamilton Heights,2
honeylocust,Alive,Central Harlem North-Polo Grounds,9
ginkgo,Alive,Hamilton Heights,18
honeylocust,Alive,Central Harlem South,9
American linden,Alive,Midtown-Midtown South,4
honeylocust,Alive,Chinatown,4
swamp white oak,Alive,Marble Hill-Inwood,10
black oak,Alive,East Village,3
Callery pear,Alive,East Harlem South,9
English oak,Alive,Hamilton Heights,3
Japanese zelkova,Alive,Central Harlem North-Polo Grounds,7
Japanese zelkova,Alive,Chinatown,17
Japanese zelkova,Alive,East Harlem South,6
Japanese zelkova,Alive,East Harlem South,5
honeylocust,Alive,Washington Heights North,9
honeylocust,Alive,Yorkville,2
ginkgo,Alive,Upper West Side,4
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
honeylocust,Alive,Gramercy,8
ginkgo,Alive,Chinatown,2
pin oak,Alive,Hamilton Heights,11
pin oak,Alive,East Harlem South,15
pin oak,Alive,Lower East Side,15
honeylocust,Alive,Midtown-Midtown South,2
honeylocust,Alive,Midtown-Midtown South,2
American linden,Alive,Midtown-Midtown South,6
ginkgo,Alive,Marble Hill-Inwood,3
ginkgo,Alive,Chinatown,6
honeylocust,Alive,Marble Hill-Inwood,4
honeylocust,Alive,Marble Hill-Inwood,5
ginkgo,Alive,SoHo-TriBeCa-Civic Center-Little Italy,7
ginkgo,Alive,SoHo-TriBeCa-Civic Center-Little Italy,5
pin oak,Alive,Gramercy,9
pin oak,Alive,Hamilton Heights,14
red maple,Alive,Chinatown,2
pin oak,Alive,Marble Hill-Inwood,4
honeylocust,Alive,Yorkville,4
red maple,Alive,Marble Hill-Inwood,4
pin oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
pin oak,Alive,Upper West Side,5
red maple,Alive,Manhattanville,8
pin oak,Alive,Hamilton Heights,17
honeylocust,Alive,Midtown-Midtown South,4
pin oak,Alive,Chinatown,3
Japanese zelkova,Alive,East Harlem South,4
Japanese zelkova,Alive,Marble Hill-Inwood,9
pin oak,Alive,Hamilton Heights,18
ginkgo,Alive,Upper West Side,4
pin oak,Alive,Hamilton Heights,22
dawn redwood,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
pin oak,Alive,Gramercy,11
pin oak,Alive,Marble Hill-Inwood,4
pin oak,Alive,Hamilton Heights,3
pin oak,Alive,Hamilton Heights,19
pin oak,Alive,Marble Hill-Inwood,8
honeylocust,Alive,Hamilton Heights,10
pin oak,Alive,East Harlem South,5
pin oak,Alive,East Harlem South,3
ginkgo,Alive,West Village,9
honeylocust,Alive,Midtown-Midtown South,5
pin oak,Alive,Marble Hill-Inwood,4
pin oak,Alive,Hamilton Heights,20
pin oak,Alive,East Harlem South,3
pin oak,Alive,Chinatown,2
pin oak,Alive,Manhattanville,8
pin oak,Alive,East Harlem South,13
pin oak,Alive,Hamilton Heights,17
pin oak,Alive,East Harlem South,4
English oak,Alive,Chinatown,10
pin oak,Alive,Morningside Heights,2
pin oak,Alive,Yorkville,6
pin oak,Alive,East Harlem South,3
pin oak,Alive,Hamilton Heights,16
pin oak,Alive,Hamilton Heights,24
pin oak,Alive,Hamilton Heights,18
pin oak,Alive,Morningside Heights,4
pin oak,Alive,Chinatown,6
pin oak,Alive,Yorkville,4
pin oak,Alive,Chinatown,2
pin oak,Alive,Midtown-Midtown South,2
pin oak,Alive,Hamilton Heights,20
pin oak,Alive,Chinatown,4
pin oak,Alive,Central Harlem South,19
pin oak,Alive,East Harlem South,6
pin oak,Alive,Central Harlem North-Polo Grounds,8
Japanese zelkova,Alive,Hamilton Heights,3
Japanese zelkova,Alive,Hamilton Heights,3
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,10
Sophora,Alive,Upper East Side-Carnegie Hill,15
Sophora,Alive,Manhattanville,8
Sophora,Alive,SoHo-TriBeCa-Civic Center-Little Italy,11
Sophora,Alive,Hamilton Heights,4
Sophora,Alive,East Harlem South,5
Callery pear,Alive,Lenox Hill-Roosevelt Island,7
Callery pear,Alive,East Harlem South,6
Callery pear,Alive,East Harlem North,10
Callery pear,Alive,Upper East Side-Carnegie Hill,11
Callery pear,Alive,East Harlem North,7
littleleaf linden,Alive,Hamilton Heights,4
littleleaf linden,Alive,Marble Hill-Inwood,4
littleleaf linden,Alive,East Harlem South,4
littleleaf linden,Alive,Hamilton Heights,3
pin oak,Alive,Gramercy,10
littleleaf linden,Alive,Marble Hill-Inwood,10
littleleaf linden,Alive,Marble Hill-Inwood,7
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,13
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,3
red maple,Alive,Morningside Heights,10
pin oak,Alive,Chinatown,3
pin oak,Alive,Chinatown,2
pin oak,Alive,East Harlem South,13
red maple,Alive,Central Harlem South,4
pin oak,Alive,Midtown-Midtown South,6
pin oak,Alive,Manhattanville,4
littleleaf linden,Alive,Central Harlem North-Polo Grounds,2
littleleaf linden,Alive,Battery Park City-Lower Manhattan,7
littleleaf linden,Alive,Lincoln Square,10
littleleaf linden,Alive,Morningside Heights,20
littleleaf linden,Alive,Yorkville,9
littleleaf linden,Alive,West Village,5
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,7
littleleaf linden,Alive,SoHo-TriBeCa-Civic Center-Little Italy,7
littleleaf linden,Alive,Midtown-Midtown South,4
cherry,Alive,Central Harlem South,11
littleleaf linden,Alive,Hamilton Heights,3
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,2
littleleaf linden,Alive,West Village,7
littleleaf linden,Alive,Hamilton Heights,13
littleleaf linden,Alive,Washington Heights North,8
honeylocust,Alive,Hamilton Heights,10
cherry,Alive,Lenox Hill-Roosevelt Island,4
cherry,Alive,Hamilton Heights,5
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,10
Kentucky coffeetree,Alive,West Village,4
American beech,Alive,East Village,1
cherry,Alive,Morningside Heights,8
littleleaf linden,Alive,Chinatown,2
littleleaf linden,Alive,Hamilton Heights,6
littleleaf linden,Alive,Central Harlem North-Polo Grounds,4
Norway spruce,Alive,Hamilton Heights,2
American beech,Alive,Washington Heights South,11
Kentucky coffeetree,Alive,Battery Park City-Lower Manhattan,3
Kentucky coffeetree,Alive,West Village,2
Kentucky coffeetree,Alive,Stuyvesant Town-Cooper Village,4
ginkgo,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
honeylocust,Alive,Stuyvesant Town-Cooper Village,11
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,11
pin oak,Alive,Upper East Side-Carnegie Hill,13
pin oak,Alive,Hamilton Heights,18
honeylocust,Alive,Midtown-Midtown South,2
pin oak,Alive,Hamilton Heights,7
honeylocust,Alive,East Harlem South,14
honeylocust,Alive,East Harlem South,4
ginkgo,Alive,Marble Hill-Inwood,2
ginkgo,Alive,Marble Hill-Inwood,3
honeylocust,Alive,Lenox Hill-Roosevelt Island,11
honeylocust,Alive,Midtown-Midtown South,6
ginkgo,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
honeylocust,Alive,Yorkville,8
American linden,Alive,Yorkville,3
littleleaf linden,Alive,Hamilton Heights,2
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,10
pin oak,Alive,Morningside Heights,3
red maple,Alive,Central Harlem South,4
pin oak,Alive,East Harlem South,13
American linden,Alive,Midtown-Midtown South,3
honeylocust,Alive,Gramercy,11
ginkgo,Alive,Marble Hill-Inwood,3
American linden,Alive,Upper West Side,2
honeylocust,Alive,Marble Hill-Inwood,2
ginkgo,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
honeylocust,Alive,Upper West Side,4
honeylocust,Alive,East Harlem South,14
honeylocust,Alive,Marble Hill-Inwood,4
American linden,Alive,Upper West Side,5
honeylocust,Alive,East Harlem South,12
honeylocust,Alive,Upper West Side,9
American linden,Alive,Midtown-Midtown South,4
honeylocust,Alive,Chinatown,8
ginkgo,Alive,SoHo-TriBeCa-Civic Center-Little Italy,10
honeylocust,Alive,Midtown-Midtown South,6
honeylocust,Alive,East Village,3
honeylocust,Alive,Morningside Heights,11
American linden,Alive,Upper West Side,7
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,11
American linden,Alive,Marble Hill-Inwood,2
pin oak,Alive,Hamilton Heights,19
pin oak,Alive,Yorkville,3
American linden,Alive,Midtown-Midtown South,4
honeylocust,Alive,Gramercy,11
Kentucky coffeetree,Alive,Battery Park City-Lower Manhattan,3
Kentucky coffeetree,Alive,Battery Park City-Lower Manhattan,3
honeylocust,Alive,Yorkville,4
ginkgo,Alive,Washington Heights North,8
honeylocust,Alive,Hamilton Heights,12
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
American linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
ginkgo,Alive,Washington Heights North,9
honeylocust,Alive,Upper West Side,8
American linden,Alive,Morningside Heights,8
honeylocust,Alive,Midtown-Midtown South,4
honeylocust,Alive,Midtown-Midtown South,4
honeylocust,Alive,Hamilton Heights,5
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
honeylocust,Alive,Lenox Hill-Roosevelt Island,10
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,11
honeylocust,Alive,West Village,5
honeylocust,Alive,East Harlem South,15
ginkgo,Alive,Upper East Side-Carnegie Hill,11
honeylocust,Alive,Lower East Side,11
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,11
ginkgo,Alive,West Village,6
red maple,Alive,Manhattanville,2
pin oak,Alive,East Harlem South,15
London planetree,Alive,SoHo-TriBeCa-Civic Center-Little Italy,13
London planetree,Alive,East Harlem North,3
Japanese zelkova,Alive,East Harlem South,5
Japanese zelkova,Alive,Marble Hill-Inwood,2
Japanese zelkova,Alive,Manhattanville,11
Japanese zelkova,Alive,Marble Hill-Inwood,6
northern red oak,Alive,East Harlem North,13
honeylocust,Alive,West Village,9
ginkgo,Alive,Washington Heights North,8
honeylocust,Alive,Lower East Side,8
ginkgo,Alive,Washington Heights North,10
littleleaf linden,Alive,Hamilton Heights,8
sawtooth oak,Alive,Marble Hill-Inwood,2
honeylocust,Alive,East Village,3
honeylocust,Alive,Chinatown,3
Turkish hazelnut,Alive,Marble Hill-Inwood,4
honeylocust,Alive,East Harlem South,9
American linden,Alive,Central Harlem North-Polo Grounds,4
honeylocust,Alive,Midtown-Midtown South,9
honeylocust,Alive,Hamilton Heights,4
ginkgo,Alive,Washington Heights North,14
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
honeylocust,Alive,Chinatown,11
honeylocust,Alive,Manhattanville,3
pin oak,Alive,Central Harlem South,11
sawtooth oak,Alive,East Harlem North,5
honeylocust,Alive,East Village,13
Japanese snowbell,Alive,Marble Hill-Inwood,4
littleleaf linden,Alive,Midtown-Midtown South,5
littleleaf linden,Alive,Midtown-Midtown South,3
honeylocust,Alive,Midtown-Midtown South,6
pin oak,Alive,Hamilton Heights,10
American beech,Alive,Washington Heights South,8
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
ginkgo,Alive,East Harlem South,10
honeylocust,Alive,Manhattanville,10
American linden,Alive,Morningside Heights,7
honeylocust,Alive,Midtown-Midtown South,10
Callery pear,Alive,Morningside Heights,13
ginkgo,Alive,Morningside Heights,9
sawtooth oak,Alive,West Village,3
pin oak,Alive,Chinatown,2
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
silver linden,Alive,Hamilton Heights,5
honeylocust,Alive,East Harlem South,4
ginkgo,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
ginkgo,Alive,Washington Heights North,9
honeylocust,Alive,East Harlem South,16
northern red oak,Alive,Lower East Side,5
sawtooth oak,Alive,Washington Heights South,2
Norway maple,Alive,Marble Hill-Inwood,5
sawtooth oak,Alive,Hamilton Heights,14
Callery pear,Alive,West Village,11
Callery pear,Alive,East Harlem South,13
silver maple,Alive,SoHo-TriBeCa-Civic Center-Little Italy,3
silver maple,Alive,Washington Heights North,10
American linden,Alive,Midtown-Midtown South,7
honeylocust,Alive,East Village,3
ginkgo,Alive,Lower East Side,3
honeylocust,Alive,East Harlem South,15
ginkgo,Alive,Washington Heights North,11
pin oak,Alive,Hamilton Heights,5
pin oak,Alive,Hamilton Heights,4
pin oak,Alive,East Village,8
pin oak,Alive,Marble Hill-Inwood,3
Callery pear,Alive,West Village,4
silver linden,Alive,Marble Hill-Inwood,5
Callery pear,Alive,Midtown-Midtown South,6
Callery pear,Alive,East Harlem South,18
tree of heaven,Alive,SoHo-TriBeCa-Civic Center-Little Italy,6
Callery pear,Alive,Gramercy,10
Callery pear,Alive,Central Harlem North-Polo Grounds,7
red maple,Alive,Central Harlem South,5
red maple,Alive,Marble Hill-Inwood,3
pin oak,Alive,Hamilton Heights,28
littleleaf linden,Alive,Morningside Heights,12
littleleaf linden,Alive,Yorkville,9
tulip-poplar,Alive,Central Harlem South,5
tulip-poplar,Alive,Central Harlem South,3
Amur maple,Alive,Central Harlem North-Polo Grounds,5
green ash,Alive,SoHo-TriBeCa-Civic Center-Little Italy,9
green ash,Alive,Chinatown,4
Callery pear,Alive,Midtown-Midtown South,4
Callery pear,Alive,Lower East Side,5
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
sawtooth oak,Alive,East Harlem South,6
Japanese zelkova,Alive,Washington Heights North,3
Callery pear,Alive,Upper West Side,8
Norway maple,Alive,Marble Hill-Inwood,13
Callery pear,Alive,Morningside Heights,6
Callery pear,Alive,SoHo-TriBeCa-Civic Center-Little Italy,7
mulberry,Alive,Midtown-Midtown South,3
Callery pear,Alive,Gramercy,16
Callery pear,Alive,West Village,12
London planetree,Alive,SoHo-TriBeCa-Civic Center-Little Italy,18
London planetree,Alive,Lower East Side,15
green ash,Alive,Lower East Side,15
Callery pear,Alive,Chinatown,3
Callery pear,Alive,SoHo-TriBeCa-Civic Center-Little Italy,3
sawtooth oak,Alive,West Village,21
littleleaf linden,Alive,West Village,5
Norway maple,Alive,Marble Hill-Inwood,11
Callery pear,Alive,Lower East Side,12
Japanese zelkova,Alive,Marble Hill-Inwood,4
Japanese zelkova,Alive,Marble Hill-Inwood,4
golden raintree,Alive,West Village,3
